,Date,Id,CPId,Vibration3H
52,2017-04-06,898.0,2.0,180.0
53,2017-04-07,899.0,2.0,182.57142639160156
54,2017-04-08,900.0,2.0,185.14285278320312
55,2017-04-09,901.0,2.0,187.7142791748047
56,2017-04-10,902.0,2.0,190.2857208251953
57,2017-04-11,903.0,2.0,192.85714721679688
58,2017-04-12,904.0,2.0,195.42857360839844
59,2017-04-13,905.0,2.0,198.0
60,2017-04-14,906.0,2.0,196.7142791748047
61,2017-04-15,907.0,2.0,195.42857360839844
62,2017-04-16,908.0,2.0,194.14285278320312
63,2017-04-17,909.0,2.0,192.85714721679688
64,2017-04-18,910.0,2.0,191.57142639160156
65,2017-04-19,911.0,2.0,190.2857208251953
66,2017-04-20,912.0,2.0,189.0
67,2017-04-21,913.0,2.0,189.25
68,2017-04-22,914.0,2.0,189.5
69,2017-04-23,915.0,2.0,189.75
70,2017-04-24,916.0,2.0,190.0
71,2017-04-25,917.0,2.0,190.25
72,2017-04-26,918.0,2.0,190.5
73,2017-04-27,919.0,2.0,190.75
74,2017-04-28,920.0,2.0,191.0
75,2017-04-29,921.0,2.0,191.25
76,2017-04-30,922.0,2.0,191.5
77,2017-05-01,923.0,2.0,191.75
78,2017-05-02,924.0,2.0,192.0
79,2017-05-03,925.0,2.0,192.25
80,2017-05-04,926.0,2.0,192.5
81,2017-05-05,927.0,2.0,192.75
82,2017-05-06,928.0,2.0,193.0
83,2017-05-07,929.0,2.0,193.25
84,2017-05-08,930.0,2.0,193.5
85,2017-05-09,931.0,2.0,193.75
86,2017-05-10,932.0,2.0,194.0
87,2017-05-11,933.0,2.0,194.25
88,2017-05-12,934.0,2.0,194.5
89,2017-05-13,935.0,2.0,194.75
90,2017-05-14,936.0,2.0,195.0
91,2017-05-15,937.0,2.0,195.25
92,2017-05-16,938.0,2.0,195.5
93,2017-05-17,939.0,2.0,195.75
94,2017-05-18,940.0,2.0,196.0
95,2017-05-19,941.0,2.0,196.2857208251953
96,2017-05-20,942.0,2.0,196.57142639160156
97,2017-05-21,943.0,2.0,196.85714721679688
98,2017-05-22,944.0,2.0,197.14285278320312
99,2017-05-23,945.0,2.0,197.42857360839844
100,2017-05-24,946.0,2.0,197.7142791748047
101,2017-05-25,947.0,2.0,198.0
102,2017-05-26,948.0,2.0,196.85714721679688
103,2017-05-27,949.0,2.0,195.7142791748047
104,2017-05-28,950.0,2.0,194.57142639160156
105,2017-05-29,951.0,2.0,193.42857360839844
106,2017-05-30,952.0,2.0,192.2857208251953
107,2017-05-31,953.0,2.0,191.14285278320312
108,2017-06-01,954.0,2.0,190.0
109,2017-06-02,955.0,2.0,190.14285278320312
110,2017-06-03,956.0,2.0,190.2857208251953
111,2017-06-04,957.0,2.0,190.42857360839844
112,2017-06-05,958.0,2.0,190.57142639160156
113,2017-06-06,959.0,2.0,190.7142791748047
114,2017-06-07,960.0,2.0,190.85714721679688
115,2017-06-08,961.0,2.0,191.0
116,2017-06-09,962.0,2.0,191.0
117,2017-06-10,963.0,2.0,191.0
118,2017-06-11,964.0,2.0,191.0
119,2017-06-12,965.0,2.0,191.0
120,2017-06-13,966.0,2.0,191.0
121,2017-06-14,967.0,2.0,191.0
122,2017-06-15,968.0,2.0,191.0
123,2017-06-16,969.0,2.0,191.05555725097656
124,2017-06-17,970.0,2.0,191.11111450195312
125,2017-06-18,971.0,2.0,191.1666717529297
126,2017-06-19,972.0,2.0,191.22222900390625
127,2017-06-20,973.0,2.0,191.27777099609375
128,2017-06-21,974.0,2.0,191.3333282470703
129,2017-06-22,975.0,2.0,191.38888549804688
130,2017-06-23,976.0,2.0,191.44444274902344
131,2017-06-24,977.0,2.0,191.5
132,2017-06-25,978.0,2.0,191.55555725097656
133,2017-06-26,979.0,2.0,191.61111450195312
134,2017-06-27,980.0,2.0,191.6666717529297
135,2017-06-28,981.0,2.0,191.72222900390625
136,2017-06-29,982.0,2.0,191.77777099609375
137,2017-06-30,983.0,2.0,191.8333282470703
138,2017-07-01,984.0,2.0,191.88888549804688
139,2017-07-02,985.0,2.0,191.94444274902344
140,2017-07-03,986.0,2.0,192.0
141,2017-07-04,987.0,2.0,192.2857208251953
142,2017-07-05,988.0,2.0,192.57142639160156
143,2017-07-06,989.0,2.0,192.85714721679688
144,2017-07-07,990.0,2.0,193.14285278320312
145,2017-07-08,991.0,2.0,193.42857360839844
146,2017-07-09,992.0,2.0,193.7142791748047
147,2017-07-10,993.0,2.0,194.0
148,2017-07-11,994.0,2.0,194.57142639160156
149,2017-07-12,995.0,2.0,195.14285278320312
150,2017-07-13,996.0,2.0,195.7142791748047
151,2017-07-14,997.0,2.0,196.2857208251953
152,2017-07-15,998.0,2.0,196.85714721679688
153,2017-07-16,999.0,2.0,197.42857360839844
154,2017-07-17,1000.0,2.0,198.0
155,2017-07-18,1001.0,2.0,197.14285278320312
156,2017-07-19,1002.0,2.0,196.2857208251953
157,2017-07-20,1003.0,2.0,195.42857360839844
158,2017-07-21,1004.0,2.0,194.57142639160156
159,2017-07-22,1005.0,2.0,193.7142791748047
160,2017-07-23,1006.0,2.0,192.85714721679688
161,2017-07-24,1007.0,2.0,192.0
162,2017-07-25,1008.0,2.0,192.2857208251953
163,2017-07-26,1009.0,2.0,192.57142639160156
164,2017-07-27,1010.0,2.0,192.85714721679688
165,2017-07-28,1011.0,2.0,193.14285278320312
166,2017-07-29,1012.0,2.0,193.42857360839844
167,2017-07-30,1013.0,2.0,193.7142791748047
168,2017-07-31,1014.0,2.0,194.0
169,2017-08-01,1015.0,2.0,193.85714721679688
170,2017-08-02,1016.0,2.0,193.7142791748047
171,2017-08-03,1017.0,2.0,193.57142639160156
172,2017-08-04,1018.0,2.0,193.42857360839844
173,2017-08-05,1019.0,2.0,193.2857208251953
174,2017-08-06,1020.0,2.0,193.14285278320312
175,2017-08-07,1021.0,2.0,193.0
176,2017-08-08,1022.0,2.0,193.14285278320312
177,2017-08-09,1023.0,2.0,193.2857208251953
178,2017-08-10,1024.0,2.0,193.42857360839844
179,2017-08-11,1025.0,2.0,193.57142639160156
180,2017-08-12,1026.0,2.0,193.7142791748047
181,2017-08-13,1027.0,2.0,193.85714721679688
182,2017-08-14,1028.0,2.0,194.0
183,2017-08-15,1029.0,2.0,193.57142639160156
184,2017-08-16,1030.0,2.0,193.14285278320312
185,2017-08-17,1031.0,2.0,192.7142791748047
186,2017-08-18,1032.0,2.0,192.2857208251953
187,2017-08-19,1033.0,2.0,191.85714721679688
188,2017-08-20,1034.0,2.0,191.42857360839844
189,2017-08-21,,,190.92857360839844
190,2017-08-22,1035.0,2.0,190.42857360839844
191,2017-08-23,1036.0,2.0,189.85714721679688
192,2017-08-24,1037.0,2.0,189.2857208251953
193,2017-08-25,1038.0,2.0,188.7142791748047
194,2017-08-26,1039.0,2.0,188.14285278320312
195,2017-08-27,1040.0,2.0,187.57142639160156
196,2017-08-28,1041.0,2.0,187.0
197,2017-08-29,1042.0,2.0,186.42857360839844
198,2017-08-30,1043.0,2.0,185.85714721679688
199,2017-08-31,1044.0,2.0,185.2857208251953
200,2017-09-01,1045.0,2.0,184.7142791748047
201,2017-09-02,1046.0,2.0,184.14285278320312
202,2017-09-03,1047.0,2.0,183.57142639160156
203,2017-09-04,1048.0,2.0,183.0
204,2017-09-05,1049.0,2.0,183.7142791748047
205,2017-09-06,1050.0,2.0,184.42857360839844
206,2017-09-07,1051.0,2.0,185.14285278320312
207,2017-09-08,1052.0,2.0,185.85714721679688
208,2017-09-09,1053.0,2.0,186.57142639160156
209,2017-09-10,1054.0,2.0,187.2857208251953
210,2017-09-11,1055.0,2.0,188.0
211,2017-09-12,1056.0,2.0,187.7142791748047
212,2017-09-13,1057.0,2.0,187.42857360839844
213,2017-09-14,1058.0,2.0,187.14285278320312
214,2017-09-15,1059.0,2.0,186.85714721679688
215,2017-09-16,1060.0,2.0,186.57142639160156
216,2017-09-17,1061.0,2.0,186.2857208251953
217,2017-09-18,1062.0,2.0,186.0
218,2017-09-19,1063.0,2.0,186.57142639160156
219,2017-09-20,1064.0,2.0,187.14285278320312
220,2017-09-21,1065.0,2.0,187.7142791748047
221,2017-09-22,1066.0,2.0,188.2857208251953
222,2017-09-23,1067.0,2.0,188.85714721679688
223,2017-09-24,1068.0,2.0,189.42857360839844
224,2017-09-25,1069.0,2.0,190.0
225,2017-09-26,1070.0,2.0,190.42857360839844
226,2017-09-27,1071.0,2.0,190.85714721679688
227,2017-09-28,1072.0,2.0,191.2857208251953
228,2017-09-29,1073.0,2.0,191.7142791748047
229,2017-09-30,1074.0,2.0,192.14285278320312
230,2017-10-01,1075.0,2.0,192.57142639160156
231,2017-10-02,1076.0,2.0,193.0
232,2017-10-03,1077.0,2.0,191.42857360839844
233,2017-10-04,1078.0,2.0,189.85714721679688
234,2017-10-05,1079.0,2.0,188.2857208251953
235,2017-10-06,1080.0,2.0,186.7142791748047
236,2017-10-07,1081.0,2.0,185.14285278320312
237,2017-10-08,1082.0,2.0,183.57142639160156
238,2017-10-09,1083.0,2.0,182.0
239,2017-10-10,1084.0,2.0,196.0
240,2017-10-11,1085.0,2.0,194.6923065185547
241,2017-10-12,1086.0,2.0,193.38461303710938
242,2017-10-13,1087.0,2.0,192.07691955566406
243,2017-10-14,1088.0,2.0,190.76922607421875
244,2017-10-15,1089.0,2.0,189.46153259277344
245,2017-10-16,1090.0,2.0,188.15383911132812
246,2017-10-17,1091.0,2.0,186.84616088867188
247,2017-10-18,1092.0,2.0,185.53846740722656
248,2017-10-19,1093.0,2.0,184.23077392578125
249,2017-10-20,1094.0,2.0,182.92308044433594
250,2017-10-21,1095.0,2.0,181.61538696289062
251,2017-10-22,1096.0,2.0,180.3076934814453
252,2017-10-23,1097.0,2.0,179.0
253,2017-10-24,1098.0,2.0,179.14285278320312
254,2017-10-25,1099.0,2.0,179.2857208251953
255,2017-10-26,1100.0,2.0,179.42857360839844
256,2017-10-27,1101.0,2.0,179.57142639160156
257,2017-10-28,1102.0,2.0,179.7142791748047
258,2017-10-29,1103.0,2.0,179.85714721679688
259,2017-10-30,1104.0,2.0,180.0
260,2017-10-31,1105.0,2.0,179.6999969482422
261,2017-11-01,1106.0,2.0,179.39999389648438
262,2017-11-02,1107.0,2.0,179.10000610351562
263,2017-11-03,1108.0,2.0,178.8000030517578
264,2017-11-04,1109.0,2.0,178.5
265,2017-11-05,1110.0,2.0,178.1999969482422
266,2017-11-06,1111.0,2.0,177.89999389648438
267,2017-11-07,1112.0,2.0,177.60000610351562
268,2017-11-08,1113.0,2.0,177.3000030517578
269,2017-11-09,1114.0,2.0,177.0
270,2017-11-10,1115.0,2.0,176.7142791748047
271,2017-11-11,1116.0,2.0,176.42857360839844
272,2017-11-12,1117.0,2.0,176.14285278320312
273,2017-11-13,1118.0,2.0,175.85714721679688
274,2017-11-14,1119.0,2.0,175.57142639160156
275,2017-11-15,1120.0,2.0,175.2857208251953
276,2017-11-16,1121.0,2.0,175.0
277,2017-11-17,1122.0,2.0,176.14285278320312
278,2017-11-18,1123.0,2.0,177.2857208251953
279,2017-11-19,1124.0,2.0,178.42857360839844
280,2017-11-20,1125.0,2.0,179.57142639160156
281,2017-11-21,1126.0,2.0,180.7142791748047
282,2017-11-22,1127.0,2.0,181.85714721679688
283,2017-11-23,1128.0,2.0,183.0
284,2017-11-24,1129.0,2.0,182.09091186523438
285,2017-11-25,1130.0,2.0,181.18182373046875
286,2017-11-26,1131.0,2.0,180.27272033691406
287,2017-11-27,1132.0,2.0,179.36363220214844
288,2017-11-28,1133.0,2.0,178.4545440673828
289,2017-11-29,1134.0,2.0,177.5454559326172
290,2017-11-30,1135.0,2.0,176.63636779785156
291,2017-12-01,1136.0,2.0,175.72727966308594
292,2017-12-02,1137.0,2.0,174.81817626953125
293,2017-12-03,1138.0,2.0,173.90908813476562
294,2017-12-04,1139.0,2.0,173.0
295,2017-12-05,1140.0,2.0,173.3000030517578
296,2017-12-06,1141.0,2.0,173.60000610351562
297,2017-12-07,1142.0,2.0,173.89999389648438
298,2017-12-08,1143.0,2.0,174.1999969482422
299,2017-12-09,1144.0,2.0,174.5
300,2017-12-10,1145.0,2.0,174.8000030517578
301,2017-12-11,1146.0,2.0,175.10000610351562
302,2017-12-12,1147.0,2.0,175.39999389648438
303,2017-12-13,1148.0,2.0,175.6999969482422
304,2017-12-14,1149.0,2.0,176.0
305,2017-12-15,1150.0,2.0,177.0
306,2017-12-16,1151.0,2.0,178.0
307,2017-12-17,1152.0,2.0,179.0
308,2017-12-18,1153.0,2.0,180.0
309,2017-12-19,1154.0,2.0,181.0
310,2017-12-20,1155.0,2.0,182.0
311,2017-12-21,1156.0,2.0,183.0
312,2017-12-22,1157.0,2.0,182.42857360839844
313,2017-12-23,1158.0,2.0,181.85714721679688
314,2017-12-24,1159.0,2.0,181.2857208251953
315,2017-12-25,1160.0,2.0,180.7142791748047
316,2017-12-26,1161.0,2.0,180.14285278320312
317,2017-12-27,1162.0,2.0,179.57142639160156
318,2017-12-28,1163.0,2.0,179.0
319,2017-12-29,1164.0,2.0,178.42857360839844
320,2017-12-30,1165.0,2.0,177.85714721679688
321,2017-12-31,1166.0,2.0,177.2857208251953
322,2018-01-01,1167.0,2.0,176.7142791748047
323,2018-01-02,1168.0,2.0,176.14285278320312
324,2018-01-03,1169.0,2.0,175.57142639160156
325,2018-01-04,1170.0,2.0,175.0
326,2018-01-05,1171.0,2.0,175.14285278320312
327,2018-01-06,1172.0,2.0,175.2857208251953
328,2018-01-07,1173.0,2.0,175.42857360839844
329,2018-01-08,1174.0,2.0,175.57142639160156
330,2018-01-09,1175.0,2.0,175.7142791748047
331,2018-01-10,1176.0,2.0,175.85714721679688
332,2018-01-11,1177.0,2.0,176.0
333,2018-01-12,1178.0,2.0,174.7142791748047
334,2018-01-13,1179.0,2.0,173.42857360839844
335,2018-01-14,1180.0,2.0,172.14285278320312
336,2018-01-15,1181.0,2.0,170.85714721679688
337,2018-01-16,1182.0,2.0,169.57142639160156
338,2018-01-17,1183.0,2.0,168.2857208251953
339,2018-01-18,1184.0,2.0,167.0
340,2018-01-19,1185.0,2.0,166.57142639160156
341,2018-01-20,1186.0,2.0,166.14285278320312
342,2018-01-21,1187.0,2.0,165.7142791748047
343,2018-01-22,1188.0,2.0,165.2857208251953
344,2018-01-23,1189.0,2.0,164.85714721679688
345,2018-01-24,1190.0,2.0,164.42857360839844
346,2018-01-25,,,164.532470703125
347,2018-01-26,1191.0,2.0,164.63636779785156
348,2018-01-27,1192.0,2.0,165.27272033691406
349,2018-01-28,1193.0,2.0,165.90908813476562
350,2018-01-29,1194.0,2.0,166.5454559326172
351,2018-01-30,1195.0,2.0,167.18182373046875
352,2018-01-31,1196.0,2.0,167.81817626953125
353,2018-02-01,1197.0,2.0,168.4545440673828
354,2018-02-02,1198.0,2.0,169.09091186523438
355,2018-02-03,1199.0,2.0,169.72727966308594
356,2018-02-04,1200.0,2.0,170.36363220214844
357,2018-02-05,1201.0,2.0,171.0
358,2018-02-06,1202.0,2.0,170.2857208251953
359,2018-02-07,1203.0,2.0,169.57142639160156
360,2018-02-08,1204.0,2.0,168.85714721679688
361,2018-02-09,1205.0,2.0,168.14285278320312
362,2018-02-10,1206.0,2.0,167.42857360839844
363,2018-02-11,1207.0,2.0,166.7142791748047
364,2018-02-12,1208.0,2.0,166.0
365,2018-02-13,1209.0,2.0,166.35714721679688
366,2018-02-14,1210.0,2.0,166.7142791748047
367,2018-02-15,1211.0,2.0,167.07142639160156
368,2018-02-16,1212.0,2.0,167.42857360839844
369,2018-02-17,1213.0,2.0,167.7857208251953
370,2018-02-18,1214.0,2.0,168.14285278320312
371,2018-02-19,1215.0,2.0,168.5
372,2018-02-20,1216.0,2.0,168.85714721679688
373,2018-02-21,1217.0,2.0,169.2142791748047
374,2018-02-22,1218.0,2.0,169.57142639160156
375,2018-02-23,1219.0,2.0,169.92857360839844
376,2018-02-24,1220.0,2.0,170.2857208251953
377,2018-02-25,1221.0,2.0,170.64285278320312
378,2018-02-26,1222.0,2.0,171.0
379,2018-02-27,1223.0,2.0,171.57142639160156
380,2018-02-28,1224.0,2.0,172.14285278320312
381,2018-03-01,1225.0,2.0,172.7142791748047
382,2018-03-02,1226.0,2.0,173.2857208251953
383,2018-03-03,1227.0,2.0,173.85714721679688
384,2018-03-04,1228.0,2.0,174.42857360839844
385,2018-03-05,1229.0,2.0,175.0
386,2018-03-06,1230.0,2.0,175.85714721679688
387,2018-03-07,1231.0,2.0,176.7142791748047
388,2018-03-08,1232.0,2.0,177.57142639160156
389,2018-03-09,1233.0,2.0,178.42857360839844
390,2018-03-10,1234.0,2.0,179.2857208251953
391,2018-03-11,1235.0,2.0,180.14285278320312
392,2018-03-12,1236.0,2.0,181.0
393,2018-03-13,1237.0,2.0,180.7142791748047
394,2018-03-14,1238.0,2.0,180.42857360839844
395,2018-03-15,1239.0,2.0,180.14285278320312
396,2018-03-16,1240.0,2.0,179.85714721679688
397,2018-03-17,1241.0,2.0,179.57142639160156
398,2018-03-18,1242.0,2.0,179.2857208251953
399,2018-03-19,1243.0,2.0,179.0
400,2018-03-20,1244.0,2.0,178.85714721679688
401,2018-03-21,1245.0,2.0,178.7142791748047
402,2018-03-22,1246.0,2.0,178.57142639160156
403,2018-03-23,1247.0,2.0,178.42857360839844
404,2018-03-24,1248.0,2.0,178.2857208251953
405,2018-03-25,1249.0,2.0,178.14285278320312
406,2018-03-26,1250.0,2.0,178.0
407,2018-03-27,1251.0,2.0,178.89999389648438
408,2018-03-28,1252.0,2.0,179.8000030517578
409,2018-03-29,1253.0,2.0,180.6999969482422
410,2018-03-30,1254.0,2.0,181.60000610351562
411,2018-03-31,1255.0,2.0,182.5
412,2018-04-01,1256.0,2.0,183.39999389648438
413,2018-04-02,1257.0,2.0,184.3000030517578
414,2018-04-03,1258.0,2.0,185.1999969482422
415,2018-04-04,1259.0,2.0,186.10000610351562
416,2018-04-05,1260.0,2.0,187.0
417,2018-04-06,1261.0,2.0,187.2857208251953
418,2018-04-07,1262.0,2.0,187.57142639160156
419,2018-04-08,1263.0,2.0,187.85714721679688
420,2018-04-09,1264.0,2.0,188.14285278320312
421,2018-04-10,1265.0,2.0,188.42857360839844
422,2018-04-11,1266.0,2.0,188.7142791748047
423,2018-04-12,1267.0,2.0,189.0
424,2018-04-13,1268.0,2.0,188.96939086914062
425,2018-04-14,1269.0,2.0,188.93878173828125
426,2018-04-15,1270.0,2.0,188.9081573486328
427,2018-04-16,1271.0,2.0,188.87754821777344
428,2018-04-17,1272.0,2.0,188.84693908691406
429,2018-04-18,1273.0,2.0,188.8163299560547
430,2018-04-19,1274.0,2.0,188.7857208251953
431,2018-04-20,1275.0,2.0,188.75509643554688
432,2018-04-21,1276.0,2.0,188.7244873046875
433,2018-04-22,1277.0,2.0,188.69387817382812
434,2018-04-23,1278.0,2.0,188.66326904296875
435,2018-04-24,1279.0,2.0,188.63265991210938
436,2018-04-25,1280.0,2.0,188.60203552246094
437,2018-04-26,1281.0,2.0,188.57142639160156
438,2018-04-27,1282.0,2.0,188.5408172607422
439,2018-04-28,1283.0,2.0,188.5102081298828
440,2018-04-29,1284.0,2.0,188.47959899902344
441,2018-04-30,1285.0,2.0,188.448974609375
442,2018-05-01,1286.0,2.0,188.41836547851562
443,2018-05-02,1287.0,2.0,188.38775634765625
444,2018-05-03,1288.0,2.0,188.35714721679688
445,2018-05-04,1289.0,2.0,188.3265380859375
446,2018-05-05,1290.0,2.0,188.29591369628906
447,2018-05-06,1291.0,2.0,188.2653045654297
448,2018-05-07,1292.0,2.0,188.2346954345703
449,2018-05-08,1293.0,2.0,188.20408630371094
450,2018-05-09,1294.0,2.0,188.1734619140625
451,2018-05-10,1295.0,2.0,188.14285278320312
452,2018-05-11,1296.0,2.0,188.11224365234375
453,2018-05-12,1297.0,2.0,188.08163452148438
454,2018-05-13,1298.0,2.0,188.051025390625
455,2018-05-14,1299.0,2.0,188.02040100097656
456,2018-05-15,1300.0,2.0,187.9897918701172
457,2018-05-16,1301.0,2.0,187.9591827392578
458,2018-05-17,1302.0,2.0,187.92857360839844
459,2018-05-18,1303.0,2.0,187.89796447753906
460,2018-05-19,1304.0,2.0,187.86734008789062
461,2018-05-20,1305.0,2.0,187.83673095703125
462,2018-05-21,1306.0,2.0,187.80612182617188
463,2018-05-22,1307.0,2.0,187.7755126953125
464,2018-05-23,1308.0,2.0,187.74490356445312
465,2018-05-24,1309.0,2.0,187.7142791748047
466,2018-05-25,1310.0,2.0,187.6836700439453
467,2018-05-26,1311.0,2.0,187.65306091308594
468,2018-05-27,1312.0,2.0,187.62245178222656
469,2018-05-28,1313.0,2.0,187.5918426513672
470,2018-05-29,1314.0,2.0,187.56121826171875
471,2018-05-30,1315.0,2.0,187.53060913085938
472,2018-05-31,1316.0,2.0,187.5
473,2018-06-01,1317.0,2.0,187.46939086914062
474,2018-06-02,1318.0,2.0,187.43878173828125
475,2018-06-03,1319.0,2.0,187.4081573486328
476,2018-06-04,1320.0,2.0,187.37754821777344
477,2018-06-05,1321.0,2.0,187.34693908691406
478,2018-06-06,1322.0,2.0,187.3163299560547
479,2018-06-07,1323.0,2.0,187.2857208251953
480,2018-06-08,1324.0,2.0,187.25509643554688
481,2018-06-09,1325.0,2.0,187.2244873046875
482,2018-06-10,1326.0,2.0,187.19387817382812
483,2018-06-11,1327.0,2.0,187.16326904296875
484,2018-06-12,1328.0,2.0,187.13265991210938
485,2018-06-13,1329.0,2.0,187.10203552246094
486,2018-06-14,1330.0,2.0,187.07142639160156
487,2018-06-15,1331.0,2.0,187.0408172607422
488,2018-06-16,1332.0,2.0,187.0102081298828
489,2018-06-17,1333.0,2.0,186.97959899902344
490,2018-06-18,1334.0,2.0,186.948974609375
491,2018-06-19,1335.0,2.0,186.91836547851562
492,2018-06-20,1336.0,2.0,186.88775634765625
493,2018-06-21,1337.0,2.0,186.85714721679688
494,2018-06-22,1338.0,2.0,186.8265380859375
495,2018-06-23,1339.0,2.0,186.79591369628906
496,2018-06-24,1340.0,2.0,186.7653045654297
497,2018-06-25,1341.0,2.0,186.7346954345703
498,2018-06-26,1342.0,2.0,186.70408630371094
499,2018-06-27,1343.0,2.0,186.6734619140625
500,2018-06-28,1344.0,2.0,186.64285278320312
501,2018-06-29,1345.0,2.0,186.61224365234375
502,2018-06-30,1346.0,2.0,186.58163452148438
503,2018-07-01,1347.0,2.0,186.551025390625
504,2018-07-02,1348.0,2.0,186.52040100097656
505,2018-07-03,1349.0,2.0,186.4897918701172
506,2018-07-04,1350.0,2.0,186.4591827392578
507,2018-07-05,1351.0,2.0,186.42857360839844
508,2018-07-06,1352.0,2.0,186.39796447753906
509,2018-07-07,1353.0,2.0,186.36734008789062
510,2018-07-08,1354.0,2.0,186.33673095703125
511,2018-07-09,1355.0,2.0,186.30612182617188
512,2018-07-10,1356.0,2.0,186.2755126953125
513,2018-07-11,1357.0,2.0,186.24490356445312
514,2018-07-12,,,186.21428680419922
515,2018-07-13,1358.0,2.0,186.1836700439453
516,2018-07-14,1359.0,2.0,186.15306091308594
517,2018-07-15,1360.0,2.0,186.12245178222656
518,2018-07-16,1361.0,2.0,186.0918426513672
519,2018-07-17,1362.0,2.0,186.06121826171875
520,2018-07-18,1363.0,2.0,186.03060913085938
521,2018-07-19,1364.0,2.0,186.0
522,2018-07-20,1365.0,2.0,186.2142791748047
523,2018-07-21,1366.0,2.0,186.42857360839844
524,2018-07-22,1367.0,2.0,186.64285278320312
525,2018-07-23,1368.0,2.0,186.85714721679688
526,2018-07-24,1369.0,2.0,187.07142639160156
527,2018-07-25,1370.0,2.0,187.2857208251953
528,2018-07-26,1371.0,2.0,187.5
529,2018-07-27,1372.0,2.0,187.7142791748047
530,2018-07-28,1373.0,2.0,187.92857360839844
531,2018-07-29,1374.0,2.0,188.14285278320312
532,2018-07-30,1375.0,2.0,188.35714721679688
533,2018-07-31,1376.0,2.0,188.57142639160156
534,2018-08-01,1377.0,2.0,188.7857208251953
535,2018-08-02,1378.0,2.0,189.0
536,2018-08-03,1379.0,2.0,189.025634765625
537,2018-08-04,1380.0,2.0,189.05128479003906
538,2018-08-05,1381.0,2.0,189.07691955566406
539,2018-08-06,1382.0,2.0,189.10256958007812
540,2018-08-07,1383.0,2.0,189.12820434570312
541,2018-08-08,1384.0,2.0,189.15383911132812
542,2018-08-09,1385.0,2.0,189.1794891357422
543,2018-08-10,1386.0,2.0,189.2051239013672
544,2018-08-11,1387.0,2.0,189.23077392578125
545,2018-08-12,1388.0,2.0,189.25640869140625
546,2018-08-13,1389.0,2.0,189.2820587158203
547,2018-08-14,1390.0,2.0,189.3076934814453
548,2018-08-15,1391.0,2.0,189.3333282470703
549,2018-08-16,1392.0,2.0,189.35897827148438
550,2018-08-17,1393.0,2.0,189.38461303710938
551,2018-08-18,1394.0,2.0,189.41026306152344
552,2018-08-19,1395.0,2.0,189.43589782714844
553,2018-08-20,1396.0,2.0,189.46153259277344
554,2018-08-21,1397.0,2.0,189.4871826171875
555,2018-08-22,1398.0,2.0,189.5128173828125
556,2018-08-23,1399.0,2.0,189.53846740722656
557,2018-08-24,1400.0,2.0,189.56410217285156
558,2018-08-25,1401.0,2.0,189.58973693847656
559,2018-08-26,1402.0,2.0,189.61538696289062
