TD1Date,TD1,TD2,DT1,DT2,PR1,PR2
2016-08-27,188.45203103107818,147.7699094064468,153.15471602121912,101.97335982796926,193.51750795630403,140.41824196520034
2016-08-28,185.83604973001954,146.4867246788928,152.7093354458454,101.60128512687434,193.95523111900806,139.75762781627108
2016-08-29,187.34955418984453,147.37672671348798,153.5342486895602,101.81761166887392,193.0110819316147,139.83954419986335
2016-08-30,188.37903198549807,148.05744038917624,154.3731168242723,101.99872924923858,190.94126609626508,140.6252113967379
2016-08-31,191.08003434635944,148.4646004659884,155.57221815193486,102.10078853919472,189.83621328176974,140.70874444422543
2016-09-01,191.99018605829727,148.87160634408843,155.71088855846475,102.20269073275182,190.53643414727986,141.29629211616185
2016-09-02,190.32860039823316,149.2784854222874,156.40381815930135,102.30444533563254,192.88557846124294,140.32373706533656
2016-09-03,188.82552301522313,149.6852052155112,156.85205830876947,102.4060525036983,192.85084912867595,140.99110144136654
2016-09-04,181.92046105066714,150.09180838136,156.25875260260912,102.50749627918661,188.77127274488006,142.05766884786453
2016-09-05,185.6670914211771,150.49826653167187,156.49752803934646,102.60878550140738,189.35025932537317,141.0205856398166
2016-09-06,188.68679706111337,150.84151818320612,156.8172407113543,102.69567677976455,190.74659683404397,139.96766511869146
2016-09-07,192.8997623660685,151.18465054169639,157.11530815264013,102.78240465857671,192.82726655835222,138.65202701504538
2016-09-08,193.81328451109385,151.52753229240403,156.85563144493995,102.86937988947733,192.98050638669335,139.10333505776768
2016-09-09,194.1011626209515,151.87019592040326,157.29027612420208,102.95661195031899,191.6844573204083,139.49356873750392
2016-09-10,192.06217655809516,152.2126140199154,156.56169537361635,103.04410101786574,192.1619699919277,138.9559112544081
2016-09-11,188.59325157861238,152.55481908298214,156.40439126974883,103.13183112041996,187.4771150261816,138.62925933207418
2016-09-12,192.9911723033061,152.89678780770444,157.01425123047113,103.21981111122666,188.98794831456314,139.01440765963886
2016-09-13,197.6061758313554,153.23850802724803,158.09692083023467,103.30805185180554,190.69654661962576,138.9476691503214
2016-09-14,202.52717484029614,153.58001253770973,159.15659179055555,103.39653362739195,193.152935987839,138.79941290442474
2016-09-15,200.34140184658477,153.9212766129148,157.86598558842834,103.48526274809926,193.16340963024174,138.52603563554723
2016-09-16,197.19725803818426,154.26231747218097,157.20537970663233,103.5742486987477,191.29585786669207,139.04960080454703
2016-09-17,191.48816537844073,154.60311281689502,156.86474320247024,103.66349165610116,192.06630795833345,139.7854239846667
2016-09-18,187.7327161069182,154.94326459041767,155.34979220584654,103.75244075474691,190.18311429833352,142.161656141559
2016-09-19,187.86201356799373,155.28274949781738,155.38789539587364,103.84110484792988,190.9804158071783,140.48130429684576
2016-09-20,190.8644990210708,155.62155535832488,156.07791981139442,103.92949478323492,191.32043756435252,140.70515675616076
2016-09-21,194.6035254301063,155.95971499590695,156.81579926176929,104.01759085286471,191.84214595435515,140.7436697140502
2016-09-22,195.4596935140448,156.29719857722338,157.3294238994545,104.10539936693277,190.69118875294598,140.98774079245345
2016-09-23,191.14051725913734,156.63403859431583,157.06040029109096,104.19292981722667,189.37786159257837,141.36128951834993
2016-09-24,193.20843140749975,156.97019746887972,156.70349803965,104.28018237354296,191.2702744114621,140.63196562077528
2016-09-25,195.35727538407622,157.11705872007516,156.60821900467738,104.1533786676372,191.52583496230727,140.21134783709704
2016-09-26,196.26703206731193,156.5402187503675,157.40251885224427,103.26912737997645,191.60425414319798,140.20550284044535
2016-09-27,195.39042627999117,156.0338582794136,156.51857773416324,102.42922463848345,190.56746159355762,140.54806330487827
2016-09-28,195.68230000914411,155.61929707463958,155.78812236712332,101.69008842417172,190.96599957738252,139.48996012450783
2016-09-29,196.20245226332372,155.20591368946182,156.71088456717135,100.95118784373403,190.15308228861025,141.08272948206545
2016-09-30,196.40339795797112,154.79368074597176,156.63544806638959,100.2125235848763,189.79670331944396,142.04159966083967
2016-10-01,196.6216340528253,154.38262562904546,156.3291777116078,99.47409038457151,187.77843531539006,142.15906722090443
2016-10-02,201.2514148378556,153.82765029516227,156.75537016072593,99.06889359105567,188.31527366309763,143.50075694897288
2016-10-03,203.54843011071685,152.7279862454956,159.20757857099835,99.8422062352381,192.19437139204587,142.72691887296097
2016-10-04,201.21946961419494,151.67923147885793,159.49840878579772,100.5467854816918,191.5418371640363,141.9201436435707
2016-10-05,200.15446529353818,150.69742388686026,159.0346098538911,101.09490307929272,190.13676090490327,141.60449969640757
2016-10-06,202.9759185619549,149.71454886110877,159.76113590625135,101.64291237487522,190.73812120888437,141.56280667812442
2016-10-07,203.40234352284398,148.73063378647964,159.0810550748229,102.19081403524277,190.7128626331472,141.80728624468566
2016-10-08,192.2531794566603,147.28296711896144,153.7162468378525,101.63715380837297,191.5900927298897,142.59068232385485
2016-10-09,195.15034944914345,146.67140216917733,153.27571785056915,101.93696931190385,189.19898373590567,143.81623896256372
2016-10-10,188.0666794135871,147.32759103049443,148.54819728292273,101.56310013202796,191.4186314164537,143.03939057074558
2016-10-11,187.885064602115,147.8617377104437,145.66166716631548,101.22827001430602,190.77389057241203,143.20138313835906
2016-10-12,187.9879239293507,148.23651990315125,142.6542811787448,100.98260470664601,190.17040136449145,143.2287003645278
2016-10-13,186.6899702152198,148.61274072311897,144.3492249144379,100.7372939708173,188.9297338137909,142.42421444914186
2016-10-14,198.7599422111899,148.99042246199258,154.72874870868412,100.49233642014039,190.83109606705085,142.0402345099643
2016-10-15,198.68355955744198,149.36954281767507,154.21771990011422,100.24773726644325,192.56659671704085,140.77351527286544
2016-10-16,188.39123757110372,149.46441091736511,150.9363562161589,100.00348365805218,191.50757914483256,140.65501613481666
2016-10-17,190.9447460801066,148.83586596778952,151.25438309529807,99.75958326917893,192.1676689484977,140.2996824109485
2016-10-18,191.289576580968,148.27809124915544,150.93008032581716,99.51604695437581,192.61684454458424,139.92289040234448
2016-10-19,191.69263601010806,147.8123963319768,150.93449386792568,99.27285880660787,190.7868326449089,140.12757378887773
2016-10-20,192.5868156601544,147.34816235460636,152.4528236457002,99.03002524112242,192.6209314829764,140.56084012941398
2016-10-21,192.82575616883295,146.8853669940449,152.7135167119448,98.78754486078878,186.17496304587544,142.14595103226145
2016-10-22,192.43404015107828,146.42403255238926,152.79105074842093,98.54542286698369,190.9045504533242,143.0865261741871
2016-10-23,189.538222012988,146.10812454517622,153.16862984128875,98.34903969600566,193.83413484733398,143.29448602055243
2016-10-24,192.2763034356886,146.1572362811063,152.88904228228427,98.2576448937591,193.33008663674673,142.51858587216714
2016-10-25,195.04101149999286,146.174283473317,152.62114410445602,98.16236356313576,192.7226154847664,141.5412302881689
2016-10-26,197.9073890863329,146.1485974589902,152.3431772190283,98.0555318401016,191.92020594618816,140.38174997307627
2016-10-27,194.75296249755849,146.12548862278237,152.3501211679261,97.95078235141852,189.18858401512205,143.0751790678973
2016-10-28,194.62034917512665,146.10496458363684,152.90042728857532,97.84813157275859,187.0243803733302,144.020399702262
2016-10-29,192.58678486926698,146.08702535200482,152.6786603029371,97.74758136651484,186.71218620620823,144.30502351390595
2016-10-30,187.65389485709252,146.06834411472414,150.74530999808343,97.64551155620542,186.8357308482207,143.71413015587765
2016-10-31,189.9929398688915,146.04892086134353,151.67917355051776,97.54190361306627,187.61356490561417,143.55777466892164
2016-11-01,191.6251512236288,146.02875560231422,152.25410049589726,97.43677403367187,188.34296881544287,143.54202650843774
2016-11-02,193.86311675950665,146.00719070473014,153.01775257474372,97.33026727693448,189.07333716432527,143.61747731681433
2016-11-03,196.09831530489384,145.9842337875345,153.7794734650858,97.22238214988595,189.80356174103767,143.69397118558172
2016-11-04,197.08179849958697,145.95986960238957,154.70386524093578,97.11312764468542,191.06502479551585,142.65066971780027
2016-11-05,202.00014800512446,145.93410576823857,156.55495709862984,97.00248525347132,191.3460539335744,143.28095726967535
2016-11-06,200.23553601921128,145.9069422955327,157.0243950901866,96.89046382252111,190.51396719670987,143.8057120336362
2016-11-07,200.7906925704102,145.87837918427206,155.62208994606655,96.77706520377667,190.73324824530633,143.17975775173556
2016-11-08,200.869326199966,145.84841642400534,154.97023138795777,96.66229720688025,190.59811592476842,143.7882678097985
2016-11-09,200.12762156850565,145.8170540251838,153.42262207600345,96.54614132397032,189.80654251815682,144.5916454603261
2016-11-10,196.43102467431703,146.1414315647586,154.0216770951151,96.5278114288653,191.4622965208847,144.12710288210909
2016-11-11,202.1242231538719,147.3704844551714,156.4687342661323,96.74196343011246,189.54085118590697,143.09479017853425
2016-11-12,211.4717079442089,148.51151517634446,160.60014778276997,96.94111609512635,192.95908415524235,141.52450180971437
2016-11-13,208.6566306301595,149.53938780838575,161.2108509838787,97.10953397454945,194.57281514413853,140.95894857713836
2016-11-14,206.71873930630386,150.56743750990407,159.96220168768102,97.27822855705699,193.7361884032407,140.2716722435799
2016-11-15,211.22948926025387,151.59564197880263,159.05457370868783,97.44721649856874,192.87528696090948,139.6377842815815
2016-11-16,204.07539906457617,152.84341437586752,155.0486902578699,97.72362837041302,191.69574231676893,141.68236240612987
2016-11-17,204.45546842781124,153.80561308572277,155.26598934078578,97.85746937396658,192.79723322040215,141.42062525472332
2016-11-18,206.87742760545996,154.0431407314629,155.8876760590739,97.65484734036025,191.31756268580148,141.77738862247628
2016-11-19,209.9969746137233,154.3501501199479,156.4273029023971,97.47211720631955,190.03170881612715,140.67753389232536
2016-11-20,206.4469674042332,154.7459961001682,155.0791913068822,97.33375979259552,184.87783790946992,141.00924188563874
2016-11-21,200.2884458943628,155.14004284401588,153.765126214523,97.19510102134633,186.26788033171033,142.40312488066823
2016-11-22,205.19085426245687,155.53231624075232,156.8132888456019,97.05613951634379,191.56678359925746,139.99946380425388
2016-11-23,202.19337386886824,155.9228103163988,156.74003688487744,96.91688045806217,192.6117042648037,139.48580924518294
2016-11-24,201.62350543242772,155.88291855088988,156.9691045377353,96.84873741778298,193.86237985050846,140.4491200146211
2016-11-25,204.66576500974912,154.75396738326972,157.12059664883208,96.9486736528103,193.5484141526393,140.81545430028325
2016-11-26,207.3693392763766,153.72953358206922,157.24537324325823,97.0421133207796,193.1233859547615,141.3849096675446
2016-11-27,208.83080101470836,152.84230093484894,159.09294678229412,97.11405502213499,192.84991827272597,141.43843161893324
2016-11-28,205.7961137652478,151.95626505263087,160.31024755653362,97.1868294457754,192.6251792559857,141.92533171022484
2016-11-29,206.1557351333865,151.07146350675234,159.01456092239215,97.26044422109537,192.4330168087461,141.02847271073074
2016-11-30,203.5186935202364,150.0477525351554,157.50286758971347,97.3532098949699,191.55060133841232,140.8761959192816
2016-12-01,200.96601810032044,149.59670228104838,155.96208032160007,97.51823849742826,190.7842185674816,142.12454933239923
2016-12-02,205.1566222706793,150.59657908828592,155.86981112882606,97.85248180731674,191.07460677438846,141.6034202288215
2016-12-03,208.77674910167258,151.45905805182593,155.6547053449786,98.17775314042717,191.5804079750442,141.18309216265334
2016-12-04,206.5030767995235,152.1414472876579,155.3021442351676,98.48152838278037,191.09852097754415,142.28861388433648
2016-12-05,200.5159391007357,152.82262085782378,153.77407281112892,98.78479755233911,189.01779933720468,142.95203916580954
2016-12-06,198.88248312916664,153.50261930338476,153.25065709555568,99.08757730502312,191.05489303326178,141.45297503690153
2016-12-07,196.10104981509258,154.18140675022437,152.67607380307052,99.38985479960996,190.35961854718948,141.04130690262036
2016-12-08,197.99976631259705,154.50184060986243,152.53589873394068,99.54878245427317,189.6508293478622,141.38934286904282
2016-12-09,204.70628683353033,153.91499906277926,154.7837250594534,99.37045667695429,190.46051041022614,141.64805763164372
2016-12-10,211.63529209662136,153.4136013997451,156.80467024418974,99.21124765271668,191.58058240683124,142.011837570912
2016-12-11,210.5793357930072,153.02429142669834,157.9454806936762,99.09621183490313,192.48403507933526,142.5911240958318
2016-12-12,202.11687489407393,152.63506067875656,156.69013705574605,98.98097631863374,189.5756701083596,142.5002906276888
2016-12-13,198.30539310880528,152.24588685382292,155.33815361289754,98.8655282731373,188.6038031286857,141.80782652215237
2016-12-14,202.60882489003006,151.85679224354305,156.3006400069555,98.74988434388231,189.3085082401096,141.87714736919855
2016-12-15,203.69458746926176,151.68204135001923,154.86386089023887,98.70545811260155,190.84161477295217,141.06523726813072
2016-12-16,205.70022603534784,152.05100152548528,155.7698070031614,98.82920518630209,191.95506303718184,141.86691969652503
2016-12-17,207.2828753543181,152.3680672103514,156.30299309622217,98.9429420850311,192.93614556065518,142.6083341721856
2016-12-18,205.46524356717396,152.61722230980934,156.50927156499935,99.03395308177323,191.1361476924581,142.79240481293118
2016-12-19,203.29852402063798,152.8664823130012,156.21552066271016,99.12457268012469,189.50803236364038,142.87892352766772
2016-12-20,204.4165894153235,153.11584259161043,155.6222945541233,99.2148008905367,189.72134149501053,142.49919848930512
2016-12-21,200.08219655604367,153.48775289064696,155.11346067065392,99.20546358868924,188.2885781288175,142.30046840465337
2016-12-22,197.4213413876962,153.31988179021,155.20642995901073,99.22739830699109,187.5744024771414,141.82587555408475
2016-12-23,197.87182020689448,152.06409768257427,154.53081546636128,99.08069964637244,187.74977551148143,141.41653172180267
2016-12-24,196.91174904718224,150.91160357035142,154.13557585937997,98.94355050769784,187.43517769414183,141.47912276166505
2016-12-25,199.7095397491042,149.89445041940485,154.90011175437905,98.82847116934678,189.19168346415785,141.55055472116902
2016-12-26,202.08214880602185,148.87664147015127,156.15507288991643,98.71314114101128,190.20617186306873,142.15511389045741
2016-12-27,205.39757237279827,147.85819903513874,159.71216182464582,98.59754760237126,191.55012679427728,143.46264434533947
2016-12-28,212.00482717756165,146.83910843121373,165.63126063564613,98.48169956950073,191.5879016199553,142.9766379733544
2016-12-29,210.86472003121258,146.03366351633446,167.06917855711924,98.4370105927788,190.66921334266073,142.6479038122843
2016-12-30,202.33190882616628,145.7712063837909,156.82037884507804,98.56044392950952,190.2170069488377,143.01769272258528
2016-12-31,200.21423490674852,145.45613905915684,153.38883214534388,98.6738161101913,190.5687873961793,142.96483660385053
2017-01-01,203.59187505037727,145.07184925495784,157.0202499338164,98.76473772641896,189.698452742364,141.70130191650816
2017-01-02,202.00685614081897,144.68633125892183,156.67670064725075,98.85554328178871,190.80842336489013,141.41582064385034
2017-01-03,199.1117194885225,144.29957037744393,158.6160347325925,98.94624041614631,192.22762572242863,143.8230038109137
2017-01-04,196.91332071632542,143.91158892307234,159.31955423006622,99.03682532524574,192.96092823893298,143.4534095012658
2017-01-05,202.07467916792746,143.37951180005575,158.8590238332402,99.19872820493458,193.23605492895842,142.55483877893164
2017-01-06,202.49349912732538,142.48377860893441,157.55415266265157,99.5288893899673,192.16888975456018,142.44507055616498
2017-01-07,199.65734733579268,141.62146602005362,154.97681458526017,99.84913362977633,190.8428747685979,142.3063609906293
2017-01-08,202.10405915844092,140.45227749672756,155.0029989010153,99.8696884382653,191.27172680847747,141.2796503533628
2017-01-09,202.6917736337294,139.28425142136436,156.14989657116348,99.89048336009866,189.58947318556466,140.97474126747457
2017-01-10,196.23476338947563,138.11742071608217,155.84746432778923,99.91152740089915,188.81674754544633,142.34549550691838
2017-01-11,191.20438090984845,136.95176474465092,157.17044910382452,99.93281156549523,190.06576121395796,145.61145790128347
2017-01-12,196.59603286831543,136.35870691849686,157.64493581672053,99.88291845745688,188.8988269995482,144.4845137030348
2017-01-13,203.0871144514725,137.21652657785896,158.44283148729295,99.66489245932581,191.3424156786794,142.50646948324658
2017-01-14,202.25396607420663,137.93691704620826,159.18503753617676,99.45691322590633,192.2592939018581,137.8049912602824
2017-01-15,203.06879634763783,138.4771916692373,161.2217665931426,99.27151694261289,194.41631211859303,138.60301185066385
2017-01-16,202.64922648421592,139.0190435703309,159.15125858278213,99.0875394445192,193.4989832300211,140.10066629320625
2017-01-17,197.41535750587457,139.5624398169197,158.00406489463683,98.90498073162523,192.74708205906325,140.92721583326454
2017-01-18,196.65695182392642,140.10740106613616,158.89607073961682,98.72384081438221,192.8483768703764,141.11713503311938
2017-01-19,200.198664893235,140.22535670020844,160.84994980516444,98.5441196823389,193.56825236925232,140.02184502068553
2017-01-20,203.90101021144673,139.2575983541475,162.8553321419998,98.36581733549534,194.5093837165041,138.75394238160573
2017-01-21,207.3822935797698,138.39537071971665,166.86699620436235,98.1889337738515,196.32876755545166,137.63086170961896
2017-01-22,205.12403850449556,137.6706695072108,163.57040904550178,98.01346899740739,195.15349117310842,137.82307952440482
2017-01-23,200.0237809019979,136.94226123942622,157.89229910194695,97.8360961930008,194.8995474937432,139.57123654333247
2017-01-24,193.74963492474382,136.2101236247171,157.4192929789063,97.65681537108298,193.67159987606993,140.73023038977624
2017-01-25,193.497537554078,135.4742789756317,155.39346837486409,97.47562653165394,192.3925990229389,141.5066441309654
2017-01-26,196.63147139281838,135.16327095862565,157.0362312903497,97.29252966426245,192.3991999805562,142.1256108532684
2017-01-27,198.7888432081781,135.9358313213197,157.5382330416183,97.10752476890846,191.25795862357813,142.1096358151553
2017-01-28,198.70185920773304,136.60072246994042,156.62503433002405,96.92061185604327,190.5597370847987,141.18126696015221
2017-01-29,199.39294260862658,137.12629938839308,156.27703424551254,96.73159779747293,190.95315372226048,140.52581509647143
2017-01-30,197.63077623437835,137.65343298554495,156.50740642419674,96.54283093128541,191.7310858938659,139.28251328827392
2017-01-31,191.88094714762835,138.1820903497293,155.70021991179163,96.3543112574807,187.2810886603487,140.33384641446887
2017-02-01,190.52118049107412,138.97121849832635,156.4537163184621,96.38925197185958,189.19002328431546,141.57257784120048
2017-02-02,192.6984918701292,139.83332803045482,156.51721831393428,96.78158710586939,189.94710221909926,141.2327075565122
2017-02-03,194.77328276891603,140.8781906004077,156.73634668376786,98.01603853774152,190.61270687876205,140.95841348173957
2017-02-04,196.37675169756403,141.9072848832014,157.7628130638432,99.2017214753349,190.84474166941158,141.3770273833147
2017-02-05,196.65521880762316,142.91524897189876,158.309070897384,100.27595853282666,188.94658371165806,141.1388072215088
2017-02-06,196.4067630641443,143.92164568469045,158.85733563169714,101.34985433280178,186.8525612713227,142.89552792381735
2017-02-07,197.3634198111165,144.92643745023926,160.3408957538119,102.42341593903006,187.3780268938975,140.78853804837667
2017-02-08,196.06209494113574,145.92965421048788,157.47128222012685,103.4966383199313,187.71176035825857,139.74246827560066
2017-02-09,199.7962967048133,145.43127367379066,157.56919779784118,103.56952343826089,189.29745250953098,139.173769285341
2017-02-10,202.3831999034619,141.12582069668818,157.04628525160652,101.28482426750983,190.65807473703853,138.85781079711643
2017-02-11,200.61605583800952,137.18263087183053,155.78797520932972,99.13702892569322,192.2334758520587,139.7396972988974
2017-02-12,191.5646702709349,133.71375326725723,154.4622231523241,97.30161931904414,191.37840093389877,141.08562112909112
2017-02-13,189.49796158389722,130.24916769313194,153.34682150946003,95.46743401708744,189.57242825232967,140.68418862756977
2017-02-14,185.67698694395196,126.78885946630103,153.47726830648335,93.63448008359296,191.3101879779806,142.67610137249824
2017-02-15,185.2219670663261,123.33284708461538,153.88379075563768,91.80275248698047,191.4065960235077,143.11609113298124
2017-02-16,187.8704605182121,131.02395718313025,153.33901991214077,97.11510977745452,191.39441781098822,141.8761687323386
2017-02-17,190.81240226120164,156.18099243725197,153.00925919710897,112.30458012557904,191.2132740692595,140.37771996174828
2017-02-18,191.20708819689582,151.2205192539872,152.25408009529343,110.10494268482523,191.62871156181825,140.0775725360275
2017-02-19,188.45632439742982,145.3504952243174,152.79849812381906,106.62818214207795,192.59088905018098,142.01437536439977
2017-02-20,190.00175508332006,142.90728132463136,155.3717593552339,105.32776703768741,191.39403472445264,142.08104705190874
2017-02-21,192.66444326971526,140.46190971724025,161.38629166796824,104.02662135439638,190.6198302438579,143.11446728983074
2017-02-22,191.35853130067585,138.01434365487742,161.62612177980893,102.72473988037694,189.99202003304936,143.12086182936
2017-02-23,191.04775577597792,135.56459997997814,157.73713439606405,101.4221354464003,190.0207311466781,142.09169412055473
2017-02-24,189.95589222728654,133.11268931256348,153.99560569868245,100.11879140699801,190.30948741046848,141.04443613771403
2017-02-25,189.16349275462255,130.65860158174246,152.44684521978934,98.81472060339249,191.14015175934367,141.1009905908977
2017-02-26,186.9053479908154,128.2023520463042,154.5194232550935,97.5099139986073,191.98343084399733,141.57971038282938
2017-02-27,184.55558974182767,125.74628552230546,151.79972024712498,96.2050693653718,189.79796160311497,141.95890476413692
2017-02-28,181.98128492065663,123.29037670657155,153.1797458980286,94.90017006866869,188.52963772922485,144.16312771403932
2017-03-01,181.73634275613466,120.96513558469756,153.9013063148002,93.57233693052694,189.0475266784319,144.34193129788002
2017-03-02,184.664859485347,119.44776544379057,153.46832963759292,92.63455913433549,189.8517230789384,143.40806921777988
2017-03-03,187.50529659645895,119.97968106986677,153.21230763624146,92.61631747746193,190.76046400946586,142.20410280065948
2017-03-04,186.7415271574738,120.31586024644358,152.737144858538,92.54449951783425,190.6978004797724,141.52514119160878
