,Date,Id,SPId,TD1,TD2,DT1,DT2,PR1,PR2
0,2016-06-22,3784,5,189.7656707763672,129.0,159.44029235839844,99.0,201.52232360839844,134.23196411132812
1,2016-06-23,3785,5,185.66709899902344,128.5294189453125,159.3787841796875,98.88235473632812,200.1959228515625,135.8467254638672
2,2016-06-24,3786,5,182.36009216308594,128.05882263183594,157.92556762695312,98.76470947265625,199.68190002441406,136.08847045898438
3,2016-06-25,3787,5,183.50987243652344,127.5882339477539,158.57530212402344,98.64705657958984,194.56893920898438,134.81886291503906
4,2016-06-26,3788,5,181.30636596679688,127.11764526367188,157.6876983642578,98.52941131591797,193.9814910888672,135.70045471191406
5,2016-06-27,3789,5,179.10287475585938,126.64705657958984,156.8000946044922,98.4117660522461,193.39405822753906,136.58204650878906
6,2016-06-28,3790,5,176.89938354492188,126.17646789550781,155.91249084472656,98.29412078857422,192.80661010742188,137.46363830566406
7,2016-06-29,3791,5,174.69589233398438,125.70587921142578,155.02488708496094,98.17646789550781,192.21917724609375,138.34521484375
8,2016-06-30,3792,5,176.24652099609375,125.23529052734375,155.93182373046875,98.05882263183594,198.46343994140625,137.2168426513672
9,2016-07-01,3793,5,176.41392517089844,124.76470947265625,155.32667541503906,97.94117736816406,196.60858154296875,137.97024536132812
10,2016-07-02,3794,5,172.0592041015625,124.29412078857422,155.19418334960938,97.82353210449219,198.52078247070312,137.02801513671875
11,2016-07-03,3795,5,173.2744903564453,123.82353210449219,155.15626525878906,97.70587921142578,198.5018768310547,136.9024200439453
12,2016-07-04,3796,5,174.48977661132812,123.35294342041016,155.1183624267578,97.5882339477539,198.4829864501953,136.77682495117188
13,2016-07-05,3797,5,175.70506286621094,122.88235473632812,155.0804443359375,97.47058868408203,198.46409606933594,136.65122985839844
14,2016-07-06,3798,5,176.9203643798828,122.4117660522461,155.04254150390625,97.35294342041016,198.4451904296875,136.52561950683594
15,2016-07-07,3799,5,175.09779357910156,121.94117736816406,154.72946166992188,97.23529052734375,194.8501434326172,137.06033325195312
16,2016-07-08,3800,5,178.58981323242188,121.47058868408203,155.72171020507812,97.11764526367188,191.79043579101562,138.41375732421875
17,2016-07-09,3801,5,175.9369354248047,121.0,155.07345581054688,97.0,194.7165069580078,138.36880493164062
18,2016-07-10,3802,5,175.0948486328125,122.28571319580078,152.38917541503906,97.14286041259766,194.5038299560547,138.70095825195312
19,2016-07-11,3803,5,174.2527618408203,123.57142639160156,149.70489501953125,97.28571319580078,194.29116821289062,139.0331268310547
20,2016-07-12,3804,5,173.41067504882812,124.85713958740234,147.02059936523438,97.42857360839844,194.0784912109375,139.36529541015625
21,2016-07-13,3805,5,172.56857299804688,126.14286041259766,144.33631896972656,97.57142639160156,193.86582946777344,139.6974639892578
22,2016-07-14,3806,5,182.12718200683594,127.42857360839844,158.04452514648438,97.71428680419922,197.4470672607422,137.90963745117188
23,2016-07-15,3807,5,175.7212677001953,128.7142791748047,153.96441650390625,97.85713958740234,188.80856323242188,140.1167755126953
24,2016-07-16,3808,5,177.29429626464844,130.0,153.90553283691406,98.0,195.04063415527344,139.68411254882812
25,2016-07-17,3809,5,179.1094970703125,131.57142639160156,154.33810424804688,99.0,195.84979248046875,138.8927459716797
26,2016-07-18,3810,5,180.92469787597656,133.14285278320312,154.7706756591797,100.0,196.65895080566406,138.10137939453125
27,2016-07-19,3811,5,182.7399139404297,134.7142791748047,155.20326232910156,101.0,197.46812438964844,137.31002807617188
28,2016-07-20,3812,5,184.55511474609375,136.2857208251953,155.63583374023438,102.0,198.27728271484375,136.51866149902344
29,2016-07-21,3813,5,184.45912170410156,137.85714721679688,157.14315795898438,103.0,198.1139373779297,137.8978729248047
30,2016-07-22,3814,5,184.61459350585938,139.42857360839844,155.28546142578125,104.0,195.5355682373047,138.55421447753906
31,2016-07-23,3815,5,185.90234375,141.0,155.24188232421875,105.0,195.803955078125,138.06332397460938
32,2016-07-24,3816,5,187.19009399414062,138.7142791748047,155.19830322265625,103.57142639160156,196.07232666015625,137.5724334716797
33,2016-07-25,3817,5,188.47784423828125,136.42857360839844,155.15472412109375,102.14286041259766,196.34071350097656,137.08155822753906
34,2016-07-26,3818,5,189.76559448242188,134.14285278320312,155.11114501953125,100.71428680419922,196.60910034179688,136.59066772460938
35,2016-07-27,3819,5,191.0533447265625,131.85714721679688,155.06756591796875,99.28571319580078,196.87747192382812,136.0997772216797
36,2016-07-28,3820,5,177.5916748046875,129.57142639160156,154.65928649902344,97.85713958740234,193.2841796875,138.19154357910156
37,2016-07-29,3821,5,177.3081817626953,127.28571319580078,154.68087768554688,96.42857360839844,191.19686889648438,139.5407257080078
38,2016-07-30,3822,5,177.51219177246094,125.0,156.60552978515625,95.0,193.71495056152344,139.8446502685547
39,2016-07-31,3823,5,178.6528778076172,126.28571319580078,156.07562255859375,95.28571319580078,193.2924346923828,139.50132751464844
40,2016-08-01,3824,5,179.7935791015625,127.57142639160156,155.54571533203125,95.57142639160156,192.86990356445312,139.1580047607422
41,2016-08-02,3825,5,180.9342803955078,128.85714721679688,155.01580810546875,95.85713958740234,192.44737243652344,138.81468200683594
42,2016-08-03,3826,5,182.07496643066406,130.14285278320312,154.48590087890625,96.14286041259766,192.0248565673828,138.4713592529297
43,2016-08-04,3827,5,181.6630096435547,131.42857360839844,154.8685760498047,96.42857360839844,193.57675170898438,139.9489288330078
44,2016-08-05,3828,5,182.7881622314453,132.7142791748047,155.4304962158203,96.71428680419922,191.97528076171875,139.82077026367188
45,2016-08-06,3829,5,181.678466796875,134.0,155.78012084960938,97.0,194.76466369628906,141.44224548339844
46,2016-08-07,3830,5,183.20806884765625,133.0,155.6332244873047,96.85713958740234,194.15573120117188,140.77682495117188
47,2016-08-08,3831,5,184.7376708984375,132.0,155.486328125,96.71428680419922,193.5467987060547,140.1114044189453
48,2016-08-09,3832,5,186.26727294921875,131.0,155.33944702148438,96.57142639160156,192.9378662109375,139.4459686279297
49,2016-08-10,3833,5,187.79685974121094,130.0,155.1925506591797,96.42857360839844,192.3289337158203,138.78054809570312
50,2016-08-11,3834,5,182.0867462158203,129.0,154.8274383544922,96.28571319580078,194.49581909179688,139.19158935546875
51,2016-08-12,3835,5,179.39068603515625,128.0,154.21713256835938,96.14286041259766,194.4112091064453,139.2607421875
52,2016-08-13,3836,5,176.36387634277344,127.0,154.4512176513672,96.0,194.16436767578125,140.1260986328125
53,2016-08-14,3837,5,180.84300231933594,130.2857208251953,154.54495239257812,97.0,191.1559295654297,142.9339141845703
54,2016-08-15,3838,5,185.32211303710938,133.57142639160156,154.638671875,98.0,188.14747619628906,145.7417449951172
55,2016-08-16,3839,5,189.80123901367188,136.85714721679688,154.73240661621094,99.0,185.13902282714844,148.54957580566406
56,2016-08-17,3840,5,194.28036499023438,140.14285278320312,154.82614135742188,100.0,182.13058471679688,151.35739135742188
57,2016-08-18,3841,5,191.5288543701172,143.42857360839844,155.3487548828125,101.0,194.22677612304688,138.40797424316406
58,2016-08-19,3842,5,184.20179748535156,146.7142791748047,154.30203247070312,102.0,195.2003936767578,140.17022705078125
59,2016-08-20,3843,5,183.2713623046875,150.0,154.07302856445312,103.0,193.78126525878906,138.71157836914062
60,2016-08-21,3844,5,183.45980834960938,148.57142639160156,154.08355712890625,102.57142639160156,193.28305053710938,139.2314453125
61,2016-08-22,3845,5,183.64825439453125,147.14285278320312,154.09410095214844,102.14286041259766,192.7848358154297,139.75132751464844
62,2016-08-23,3846,5,183.83668518066406,145.7142791748047,154.10462951660156,101.71428680419922,192.28662109375,140.27120971679688
63,2016-08-24,3847,5,184.02513122558594,144.2857208251953,154.1151580810547,101.28571319580078,191.7884063720703,140.79107666015625
64,2016-08-25,3848,5,184.21356201171875,142.85714721679688,154.12570190429688,100.85713958740234,191.29019165039062,141.3109588623047
65,2016-08-26,3849,5,188.28955078125,141.42857360839844,154.1253662109375,100.42857360839844,193.13514709472656,140.446044921875
66,2016-08-27,3850,5,186.9057159423828,140.0,153.7471923828125,100.0,193.8382568359375,139.93856811523438
67,2016-08-28,3851,5,188.0474395751953,140.2857208251953,154.41452026367188,100.07142639160156,192.86851501464844,140.2254180908203
68,2016-08-29,3852,5,189.1891632080078,140.57142639160156,155.0818328857422,100.14286041259766,191.89877319335938,140.5122833251953
69,2016-08-30,3853,5,190.3308868408203,140.85714721679688,155.74916076660156,100.21428680419922,190.9290313720703,140.79913330078125
70,2016-08-31,3854,5,191.4726104736328,141.14285278320312,156.41648864746094,100.28571319580078,189.9593048095703,141.0859832763672
71,2016-09-01,3855,5,190.48802185058594,141.42857360839844,156.88031005859375,100.35713958740234,194.16932678222656,140.12615966796875
72,2016-09-02,3856,5,189.63783264160156,141.7142791748047,156.14178466796875,100.42857360839844,194.3416748046875,139.38742065429688
73,2016-09-03,3857,5,181.90371704101562,142.0,156.32188415527344,100.5,188.17645263671875,141.45176696777344
74,2016-09-04,3858,5,184.2095184326172,142.2857208251953,156.2280731201172,100.57142639160156,189.73255920410156,140.77432250976562
75,2016-09-05,3859,5,186.5153350830078,142.57142639160156,156.13426208496094,100.64286041259766,191.28866577148438,140.0968780517578
76,2016-09-06,3860,5,188.82113647460938,142.85714721679688,156.0404510498047,100.71428680419922,192.8447723388672,139.41943359375
77,2016-09-07,3861,5,191.126953125,143.14285278320312,155.94664001464844,100.78571319580078,194.40087890625,138.7419891357422
78,2016-09-08,3862,5,189.88221740722656,143.42857360839844,156.27943420410156,100.85713958740234,191.76473999023438,139.9368133544922
79,2016-09-09,3863,5,189.29202270507812,143.7142791748047,155.8491973876953,100.92857360839844,194.96080017089844,138.1187744140625
80,2016-09-10,3864,5,188.9333953857422,144.0,156.43572998046875,101.0,188.2743682861328,138.87127685546875
81,2016-09-11,3865,5,191.126220703125,144.2857208251953,156.7019500732422,101.07142639160156,189.95431518554688,138.79071044921875
82,2016-09-12,3866,5,193.31903076171875,144.57142639160156,156.96817016601562,101.14286041259766,191.63427734375,138.7101593017578
83,2016-09-13,3867,5,195.51185607910156,144.85714721679688,157.234375,101.21428680419922,193.31422424316406,138.6295928955078
84,2016-09-14,3868,5,197.7046661376953,145.14285278320312,157.50059509277344,101.28571319580078,194.99417114257812,138.5490264892578
85,2016-09-15,3869,5,191.65138244628906,145.42857360839844,157.05186462402344,101.35713958740234,190.751708984375,139.45980834960938
86,2016-09-16,3870,5,187.96881103515625,145.7142791748047,155.5802764892578,101.42857360839844,193.1028289794922,139.1190185546875
87,2016-09-17,3871,5,184.66111755371094,146.0,155.37672424316406,101.5,191.57766723632812,140.7885284423828
88,2016-09-18,3872,5,187.5156707763672,146.2857208251953,155.84414672851562,101.57142639160156,192.10165405273438,140.5489501953125
89,2016-09-19,3873,5,190.3702392578125,146.57142639160156,156.31155395507812,101.64286041259766,192.62562561035156,140.3093719482422
90,2016-09-20,3874,5,193.2248077392578,146.85714721679688,156.7789764404297,101.71428680419922,193.1496124267578,140.06979370117188
91,2016-09-21,3875,5,196.07937622070312,147.14285278320312,157.24639892578125,101.78571319580078,193.67359924316406,139.83023071289062
92,2016-09-22,3876,5,190.2786407470703,147.42857360839844,157.03309631347656,101.85713958740234,189.17080688476562,140.20550537109375
93,2016-09-23,3877,5,189.9384002685547,147.7142791748047,156.27476501464844,101.92857360839844,193.27883911132812,139.6461639404297
94,2016-09-24,3878,5,192.2296142578125,148.0,155.72613525390625,102.0,192.42495727539062,139.63677978515625
95,2016-09-25,3879,5,191.32643127441406,147.7142791748047,155.46359252929688,101.42857360839844,192.35548400878906,139.48770141601562
96,2016-09-26,3880,5,188.9981689453125,147.42857360839844,155.66468811035156,100.85713958740234,191.00900268554688,140.14060974121094
97,2016-09-27,3881,5,192.45289611816406,147.14285278320312,155.70594787597656,100.28571319580078,191.41656494140625,139.15625
98,2016-09-28,3882,5,192.22813415527344,146.85714721679688,156.12680053710938,99.71428680419922,191.42074584960938,140.24948120117188
99,2016-09-29,3883,5,190.39674377441406,146.57142639160156,155.6824493408203,99.14286041259766,192.3151397705078,140.9762420654297
100,2016-09-30,3884,5,190.736083984375,146.2857208251953,156.0421600341797,98.57142639160156,191.67713928222656,140.4805908203125
101,2016-10-01,3885,5,193.42747497558594,146.0,155.4794464111328,98.0,192.7715606689453,141.32931518554688
102,2016-10-02,3886,5,193.75184631347656,145.2857208251953,156.21006774902344,98.42857360839844,192.48739624023438,141.142333984375
103,2016-10-03,3887,5,194.0762176513672,144.57142639160156,156.940673828125,98.85713958740234,192.2032470703125,140.95535278320312
104,2016-10-04,3888,5,194.40060424804688,143.85714721679688,157.67129516601562,99.28571319580078,191.91909790039062,140.7683563232422
105,2016-10-05,3889,5,194.7249755859375,143.14285278320312,158.4019012451172,99.71428680419922,191.63494873046875,140.5813751220703
106,2016-10-06,3890,5,197.76986694335938,142.42857360839844,159.19754028320312,100.14286041259766,191.9300994873047,140.55067443847656
107,2016-10-07,3891,5,190.17002868652344,141.7142791748047,155.13783264160156,100.57142639160156,191.57208251953125,141.63572692871094
108,2016-10-08,3892,5,186.6809539794922,141.0,154.55821228027344,101.0,190.96368408203125,142.91778564453125
109,2016-10-09,3893,5,185.57705688476562,141.2857208251953,152.3625946044922,100.85713958740234,190.83160400390625,142.8088836669922
110,2016-10-10,3894,5,184.47315979003906,141.57142639160156,150.1669921875,100.71428680419922,190.6995086669922,142.69998168945312
111,2016-10-11,3895,5,183.36927795410156,141.85714721679688,147.9713897705078,100.57142639160156,190.5674285888672,142.59107971191406
112,2016-10-12,3896,5,182.265380859375,142.14285278320312,145.77578735351562,100.42857360839844,190.43533325195312,142.482177734375
113,2016-10-13,3897,5,191.21234130859375,142.42857360839844,154.72897338867188,100.28571319580078,189.9001922607422,140.66285705566406
114,2016-10-14,3898,5,199.34664916992188,142.7142791748047,157.19406127929688,100.14286041259766,193.59825134277344,140.6475372314453
115,2016-10-15,3899,5,188.04812622070312,143.0,153.59800720214844,100.0,192.16427612304688,140.9681854248047
116,2016-10-16,3900,5,188.65367126464844,142.7142791748047,153.53257751464844,99.85713958740234,192.1004180908203,140.76719665527344
117,2016-10-17,3901,5,189.2592315673828,142.42857360839844,153.46714782714844,99.71428680419922,192.03656005859375,140.56622314453125
